Date,News,Prediction
24/05/2019, new iraqsyria crossing could breathe new life into iran’s oil exports, INCREASE
24/05/2019, pdvsa tankers to be detained for lack of payment, INCREASE
28/05/2019, tanker sabotage venezuela’s crisis worsens, INCREASE
28/05/2019, nigeria approves new crude oil export terminal in niger delta, INCREASE
28/05/2019, leaked this is what the tesla model 3 will cost in china, INCREASE
28/05/2019, occidental aims to sell anadarko assets as debt jumps with deal, INCREASE
28/05/2019, iea decline in nuclear power is disastrous for fight against climate change, INCREASE
28/05/2019, report india may resume iranian oil purchases, INCREASE
28/05/2019, australian energy minister to forge ahead with climate agenda, INCREASE
29/05/2019, crude inventory draw perks up oil prices, DECREASE
29/05/2019, us dept of energy authorizes more lng exports, DECREASE
29/05/2019, bolton blames iran for oil tanker sabotage off uae coast, DECREASE
29/05/2019, devon energy leaves canada, DECREASE
29/05/2019, fossil fuel subsidies are destroying the world un head, DECREASE
29/05/2019, russia considers accepting opec cuts extension, DECREASE
29/05/2019, iran’s oil exports plunge to 400, DECREASE
29/05/2019, tanzania says construction of longawaited lng plant to start in 2022, DECREASE
29/05/2019, us tells hong kong to lookout for an oil tanker carrying iranian oil, DECREASE
30/05/2019, greenpeace ranks democrat candidates on climate biden gets second to last place, DECREASE
30/05/2019, uk oil production up 9 in first quarter, DECREASE
30/05/2019, musk i lost money running tesla in 2018, DECREASE
30/05/2019, hong kong dismisses us warning on oil tanker violating iran sanctions , DECREASE
30/05/2019, democratic senator markey warns trump don’t meddle with climate change reports, DECREASE
31/05/2019, marathon oil goes truly all american as it divests iraq play, DECREASE
31/05/2019, us forces blow up three oil tankers in syria enforcing oil embargo, DECREASE
31/05/2019, asia’s refining profits crushed by stifled iranian oil, DECREASE
31/05/2019, gulf arab countries back uae to protect oil interests, DECREASE
31/05/2019, north korea executed top negotiator after failed us summit, DECREASE
31/05/2019, us to sanction iranian oil buyers without exception, DECREASE
31/05/2019, explosions in iraqi oil hotspot kill five, DECREASE
13/06/2019, libya’s noc warns army is inside key crude terminal, DECREASE
13/06/2019, evs lose resale value fast, DECREASE
13/06/2019, canada may have to raise carbon tax to meet paris climate goals, DECREASE
13/06/2019, exxon, DECREASE
13/06/2019, uk energy supplier sse to close its last coalfired power plant, DECREASE
13/06/2019, alberta government goes after the media for oil sands misinformation, DECREASE
13/06/2019, shale boom boosts gas flaring in 2018 world bank, DECREASE
13/06/2019, trump threatens germany with sanctions over gas pipeline support, DECREASE
14/06/2019, tesla makes last hard push to break record sales this quarter, DECREASE
14/06/2019, san diego’s consumer prices rise as gas prices jump  , DECREASE
14/06/2019, trump key oil chokepoint ‘not going to be closed for long if iran closes it, DECREASE
14/06/2019, midwest senators push to reform biofuel waivers program, DECREASE
14/06/2019, brazil’s oil sector joins nationwide strike against pension reform, DECREASE
14/06/2019, tesla’s solar roof prices are shockingly high, DECREASE
14/06/2019, gazprom neft calls for end of opec oil cuts, DECREASE
14/06/2019, pemex partner auction canceled, DECREASE
17/06/2019, the permian craze is fizzling … but shale oil production isn’t, INCREASE
17/06/2019, iraq’s contingency plan if usiran standoff blocks its oil exports, INCREASE
17/06/2019, opposition says norway is buying itself out of climate goals, INCREASE
17/06/2019, inpex signs deal to develop 20b lng project in indonesia, INCREASE
17/06/2019, saudi crown prince aramco going ahead as planned, INCREASE
17/06/2019, tesla gigafactory 3 is being built at ‘incredible speed’, INCREASE
17/06/2019, canada government set to approve trans mountain expansion, INCREASE
18/06/2019, oil stabilizes on small crude draw, DECREASE
18/06/2019, crude oil trade may see “massive disruption” if us targets iran directly, DECREASE
18/06/2019, scientists race to produce hydrogen out of air and sunlight, DECREASE
18/06/2019, chinese gasoline and diesel prices in freefall as fundamentals worsen, DECREASE
18/06/2019, opec discusses delaying key meeting to july 1112, DECREASE
18/06/2019, struggling pdvsa plans to restart curacao refinery, DECREASE
18/06/2019, us will send 1, DECREASE
19/06/2019, obama’s clean power plan to never see light of day, INCREASE
19/06/2019, tesla is not meeting musk’s q2 record production goal, INCREASE
19/06/2019, india picks new site for 44b aramcoadnoc mega refinery, INCREASE
19/06/2019, us navy mine fragments point to iran in oil tanker attacks, INCREASE
19/06/2019, chinese oil majors refine less crude due to ‘maintenance problems’, INCREASE
19/06/2019, ottawa approves critical trans mountain expansion, INCREASE
19/06/2019, air strike hits noc warehouse in libya, INCREASE
20/06/2019, chevron phillips chemical to acquire canadian plastics maker in 15b deal, INCREASE
20/06/2019, state republican senators flee oregon to avoid vote on climate bill      , INCREASE
20/06/2019, gulf opec producers to keep july production within current deal  , INCREASE
20/06/2019, india looks to russian crude as iranian imports crash, INCREASE
20/06/2019, london to hold its largest carfree day to date to tackle air pollution, INCREASE
20/06/2019, iran claims it shot down us drone, INCREASE
21/06/2019, pemex no longer interested in deepwater oil projects, DECREASE
21/06/2019, india’s oil minister pleads with saudi arabia to help stabilize oil prices, DECREASE
21/06/2019, russia to lend iran a hand for exporting oil, DECREASE
21/06/2019, canada’s senate passes energy bills in defeat for oil industry, DECREASE
21/06/2019, oil holds steady amid small rig count decline, DECREASE
21/06/2019, trillion dollar fund to remove exxon from esg funds, DECREASE
21/06/2019, major explosions rock largest oil refinery on us east coast, DECREASE
24/06/2019, china eyes 30 new silk road nuclear reactors by 2030, INCREASE
24/06/2019, iran says news of oil reduced exports is “absolutely wrong”, INCREASE
24/06/2019, iea ready to act if middle  east tension threatens oil supply, INCREASE
24/06/2019, india boosts us oil imports to offset dwindling iran supply, INCREASE
24/06/2019, oil pipelines sabotaged in syria, INCREASE
24/06/2019, iran uncovers spy team at oil ministry farsnews, INCREASE
25/06/2019, large crude inventory draw bolsters prices, INCREASE
25/06/2019, trump threatens iran obliteration as rouhani calls white house mentally retarded, INCREASE
25/06/2019, ‘climate apartheid’ is looming, INCREASE
25/06/2019, kenya signs deal with oil firms to build crude facility, INCREASE
25/06/2019, northeast asia lng imports to decline for first time since 2013, INCREASE
25/06/2019, ukraine prepares for gas war as talks with gazprom drag on, INCREASE
25/06/2019, ottawa earmarks 208m for lng canada in rare move, INCREASE
26/06/2019, us court to decide fate of venezuela’s citgo refinery, DECREASE
26/06/2019, kuwait plans natural gas expansion overseas, DECREASE
26/06/2019, renewables overtake coal in us electricity mix for the first time, DECREASE
26/06/2019, china imports first iranian oil since us ended sanction waivers, DECREASE
26/06/2019, saudis boost downstream business with 6b south korean chemical deal  , DECREASE
26/06/2019, saudimalaysian refinery to start operating by yearend, DECREASE
26/06/2019, kinder morgan wins case for gas pipeline, DECREASE
27/06/2019, permian pipeline capacity to get a shot in the arm with new cactus ii, INCREASE
27/06/2019, uk passes net zero emissions pledge into law, INCREASE
27/06/2019, alberta government to stop its oil by rail program by fall, INCREASE
27/06/2019, mexico’s 8b refinery could have ‘severe’ impact on air quality, INCREASE
27/06/2019, mexican president pipeline contracts are ‘abusive and unfair’  , INCREASE
27/06/2019, michigan ag sues to shut down enbridge’s oil pipeline in great lakes, INCREASE
27/06/2019, maduro says opposition, INCREASE
27/06/2019, libya’s gna deals blow to haftar forces outside tripoli, INCREASE
28/06/2019, mexico’s secret sauce for the world’s largest oil hedge almost ready, DECREASE
28/06/2019, exxon, DECREASE
28/06/2019, us vows to sanction ‘any imports of iranian crude oil’, DECREASE
28/06/2019, asia oil imports from iran plunge to fiveyear low after waivers end, DECREASE
28/06/2019, norway asks 1trillion fund to draft timing of oil stocks phaseout, DECREASE
28/06/2019, chinas may gasoline exports tumble 278 percent, DECREASE
28/06/2019, 3, DECREASE
28/06/2019, sempra energy in the hotseat for 2015 gas leak, DECREASE
15/07/2019, us sees rare fall in energyrelated co2 emissions in 2019, DECREASE
15/07/2019, india weighs spinoff of largest utility’s gas pipeline business, DECREASE
15/07/2019, china’s carbon emissions surged 535 in 10years time, DECREASE
15/07/2019, syrian gas pipeline out of service after militant attack, DECREASE
15/07/2019, uk could release iranian tanker if oil doesn’t go to syria, DECREASE
15/07/2019, massive nyc blackout not terrorism related de blasio, DECREASE
16/07/2019, small crude draw can’t stop oil from plunging, DECREASE
16/07/2019, turkey won’t back down from cyprus oil drilling despite eu sanctions, DECREASE
16/07/2019, major energy firms could vie for brazil’s opening natural gas sector, DECREASE
16/07/2019, tesla cuts model 3 prices in new sales push, DECREASE
16/07/2019, us intel uae tanker could have been forced into iranian waters, DECREASE
17/07/2019, african crude for this illfated refinery heads to canada, DECREASE
17/07/2019, oil prices tank as washington names moderate liaison to lead iran negotiations, DECREASE
17/07/2019, morgan stanley tesla may open shanghai gigafactory sooner than forecast, DECREASE
17/07/2019, eni managers accused of attempted witness tampering in oil corruption case, DECREASE
17/07/2019, oil minister says india won’t totally ban gasoline, DECREASE
17/07/2019, cuban power outages may see end by saturday, DECREASE
17/07/2019, uk’s prime minister to discuss seized iranian oil tanker with gibraltar, DECREASE
18/07/2019, mexico goes full steam ahead with 8 billion oil refinery against advice, INCREASE
18/07/2019, china to add more coal power in 2019 and 2020 to meet energy demand, INCREASE
18/07/2019, trump administration announces huge gulf of mexico oil  gas lease sale, INCREASE
18/07/2019, opposition venezuela’s debt to russia, INCREASE
18/07/2019, eni’s oil tanker fiasco, INCREASE
18/07/2019, china data breakdown oil consumption rises 58 in h1 2019, INCREASE
18/07/2019, nuclear watchdog ohio delivers “death blow” to renewables, INCREASE
19/07/2019, eni, INCREASE
19/07/2019, trudeau ottawa open to proposals for british columbia refinery, INCREASE
19/07/2019, billionaire investor icahn in proxy fight for occidental board seats, INCREASE
19/07/2019, iranian ships stranded in brazil in need of fuel due to us sanctions, INCREASE
22/07/2019, putin calls for end to ‘generous’ oil industry tax breaks, INCREASE
22/07/2019, russia’s novatek hits major milestones in arctic lng plans, INCREASE
22/07/2019, halliburton beats profit estimates despite “challenging” north america market, INCREASE
22/07/2019, uae, INCREASE
22/07/2019, libya lifts force majeure after giant sharara field starts pumping again, INCREASE
22/07/2019, uk prime minister to chair meeting on iran tanker crisis, INCREASE
22/07/2019, 30, INCREASE
23/07/2019, oil spikes after api reports largest crude inventory draw of the year, INCREASE
23/07/2019, chevron finds new friend in venezuela’s juan guaido, INCREASE
23/07/2019, iran we will be “guardian of security” in gulf, INCREASE
23/07/2019, saudi plan to get stake in india’s largest company hits a snag, INCREASE
23/07/2019, nigeria’s state oil firm secures 3b deal to develop oil license, INCREASE
23/07/2019, ex pdvsa manager found dead after testifying in spanish court, INCREASE
23/07/2019, utility builds zerocarbon gas power plants, INCREASE
23/07/2019, venezuela says electromagnetic attack behind latest blackout, INCREASE
24/07/2019, oil dips on renewed kuwaitsaudi ‘neutral zone’ oil production talks, DECREASE
24/07/2019, nigeria’s nnpc withholds payments to eni, DECREASE
24/07/2019, greens leader vows to ‘eat his hat’ if ireland doesn’t halt oil, DECREASE
24/07/2019, entertainment city saudi arabias next move to diversify from oil, DECREASE
24/07/2019, israel to begin exporting natural gas to egypt soon, DECREASE
24/07/2019, is trump willing to negotiate ‘safe exit’ for venezuela’s maduro, DECREASE
24/07/2019, canadian energy giant aims for net zero oil sands emissions, DECREASE
25/07/2019, us pushes back vote on nord stream 2 sanctions, DECREASE
25/07/2019, libya’s oil industry turns to china for help, DECREASE
25/07/2019, saudis to boost oil pipeline capacity to bypass strait of hormuz, DECREASE
25/07/2019, petrobras to refuel stranded iranian ships per court order, DECREASE
25/07/2019, china issues thirdbatch quotas for oil product exports, DECREASE
25/07/2019, total, DECREASE
25/07/2019, higher production helps suncor quarterly profits soar, DECREASE
26/07/2019, bernie sanders calls for line 5 oil pipeline to be shut down, DECREASE
26/07/2019, russialed nord stream 2 asks eu court to annul new gas rules, DECREASE
26/07/2019, goldman big oil spend half of budgets on lowcarbon business, DECREASE
26/07/2019, poll brits see climate change more important than brexit , DECREASE
26/07/2019, former venezuelan official proposes oilforfood scheme, DECREASE
26/07/2019, japan’s inpex buys into four anadarko gulf of mexico oil blocks, DECREASE
26/07/2019, china’s oil production inches higher in h1, DECREASE
29/07/2019, yemen pleads with oil companies to restart oil production, INCREASE
29/07/2019, citgo ownership hangs in balance after pdvsa loses court battle, INCREASE
29/07/2019, emirati gas company to sell egypt assets, INCREASE
29/07/2019, second royal navy warship arrives in persian gulf, INCREASE
29/07/2019, china imports of iranian oil slump in june, INCREASE
29/07/2019, india’s imports of venezuelan oil surge to near twoyear high, INCREASE
29/07/2019, south korea to send navy unit to guard oil shipping in strait of hormuz, INCREASE
29/07/2019, us firms want more transparency in nigeria’s oil sector, INCREASE
30/07/2019, oil jumps on bullish api inventory data, INCREASE
30/07/2019, iran the us doesn’t seek dialogue over sanctions, INCREASE
30/07/2019, tesla launches megapack, INCREASE
30/07/2019, iran, INCREASE
30/07/2019, chinas crude imports from saudi arabia smash record in june, INCREASE
30/07/2019, epic pipeline set to start us gulf coast oil exports by end2019, INCREASE
30/07/2019, blm to hold colorado oil, INCREASE
31/07/2019, tesla dumps 62 million in rd in q2, DECREASE
31/07/2019, is the us close to solving its venezuela problem, DECREASE
31/07/2019, noble, DECREASE
31/07/2019, chevron, DECREASE
31/07/2019, uk centrica to exit oil and gas production, DECREASE
13/08/2019, surprise crude build reverses earlier oil price gains, DECREASE
13/08/2019, russia opens its doors to foreign ev maker in bold move, DECREASE
13/08/2019, iran says uk might soon release seized iranian oil tanker, DECREASE
13/08/2019, egypt plans to boost oil production to 690, DECREASE
13/08/2019, china may ramp up gasoline exports in h2 2019, DECREASE
13/08/2019, exxonmobil looks to exit uk north sea oil  gas, DECREASE
13/08/2019, freeport lng may be ready to start exporting, DECREASE
13/08/2019, oxy plans quick debt reduction after anadarko takeover, DECREASE
14/08/2019, oil companies scared to get caught between us and venezuela, DECREASE
14/08/2019, harsh uk energy regs claims 13th victim, DECREASE
14/08/2019, value of global oil  gas contracts surges to 42 billion in q2, DECREASE
14/08/2019, iran aims to start oil exports bypassing strait of hormuz in 2021, DECREASE
14/08/2019, production at giant mediterranean gas field zohr more than triples, DECREASE
14/08/2019, china oil refinery throughput jumps 4 in july, DECREASE
15/08/2019, venezuela’s opposition softens proposed oil reform bill, INCREASE
15/08/2019, ge on the “verge of insolvency” claims whistleblower report, INCREASE
15/08/2019, canadian hibernia platform restarts production after oil spill, INCREASE
15/08/2019, iran calls on ‘enemies’ to leave gulf or ‘face humiliating exit’, INCREASE
15/08/2019, shale gas firm cuadrilla resumes fracking in the uk, INCREASE
15/08/2019, equinor starts up major 77b oil field in uk north sea, INCREASE
15/08/2019, petrobras repays billions in china debt before term, INCREASE
15/08/2019, koch exits canadian oil sands, INCREASE
16/08/2019, cnpc backs out of oil purchases with venezuela on sanctions scare, INCREASE
16/08/2019, platts slumping car sales weaken china’s appetite for gasoline, INCREASE
16/08/2019, chinaheld oil tanker looks to skirt us sanctions on iran, INCREASE
16/08/2019, scientists conventional oil impacts groundwater more than fracking, INCREASE
16/08/2019, chinese investments in nigerian oil hit 16b, INCREASE
16/08/2019, suriname oil company plans bond sale to develop oil discovery, INCREASE
19/08/2019, aramco asks banks to submit proposals for role in mega ipo, DECREASE
19/08/2019, iran seized uk oil tanker a separate issue from iranian ship in gibraltar, DECREASE
19/08/2019, saudi aramco to buy texas chemical plant next to port arthur refinery, DECREASE
19/08/2019, oil majors, DECREASE
19/08/2019, australia is now the world’s third largest fossil fuel exporter, DECREASE
19/08/2019, oil major shell launches ev chargers in southeast asia, DECREASE
19/08/2019, iran lawmakers proposes eccentric antius bill to reclaim oil money, DECREASE
19/08/2019, canada oil lobby registers as third party ahead of federal vote, DECREASE
20/08/2019, surprise crude draw fails to send oil higher, INCREASE
20/08/2019, us oil could begin competing with middle east crudes in asia, INCREASE
20/08/2019, haftar boosts military security at libya’s largest oil field, INCREASE
20/08/2019, nigeria looks to run oil pipeline vandals out of business, INCREASE
20/08/2019, saudi aramco picks lazard, INCREASE
20/08/2019, us warns greece against helping iran oil tanker, INCREASE
21/08/2019, us to sell 10 million barrels of crude oil from spr next week, DECREASE
21/08/2019, world’s biggest oil hedge may not happen after all, DECREASE
21/08/2019, shale towns in texas boom as oil supermajors settle in the permian, DECREASE
21/08/2019, rosneft says pdvsa cut debt to russian oil firm to 11b, DECREASE
21/08/2019, australia joins us in protecting oil tankers in strait of hormuz, DECREASE
21/08/2019, rosneft to sell oil products in euros to avoid possible new us sanctions, DECREASE
21/08/2019, pompeo us sanctions took 27 million bpd of iranian oil off the market, DECREASE
21/08/2019, why rosneft abandoned the eastern petrochemical company project, DECREASE
21/08/2019, pompeo threatens sanctions for anyone who touches iranian tanker, DECREASE
22/08/2019, uk’s oil tanker may soon be released, DECREASE
22/08/2019, south sudan finds first oil since its independence, DECREASE
22/08/2019, bernie sanders takes aim at fossil fuel industry in 16t plan, DECREASE
22/08/2019, volkswagen denies it’s interested in buying stake in tesla, DECREASE
22/08/2019, cuadrilla halts uk fracking again after biggest tremor yet, DECREASE
22/08/2019, greenpeace’s top presidential pick calls it quits, DECREASE
22/08/2019, shell takes step toward becoming world’s largest power utility, DECREASE
22/08/2019, singapore slams tesla for offering lifestyle, DECREASE
23/08/2019, mexico says no new oil contracts for nonproducers, NEUTRAL
23/08/2019, asian refining margins tumble as new shipping fuel rules loom, NEUTRAL
23/08/2019, libya’s state oil corporation seeks 67 pay rise in energy sector, NEUTRAL
23/08/2019, us imports mostly heavy crude as light oil production booms, NEUTRAL
23/08/2019, tesla discusses batteries for its chinamade cars with lg chem, NEUTRAL
23/08/2019, us warns again it will go after anyone helping iran tanker, NEUTRAL
23/08/2019, turkey affirms its claim on cyprus oil and gas, NEUTRAL
26/08/2019, plains all american scraps plans let customers pay for steel tariffs, DECREASE
26/08/2019, trade war escalation forces tesla to raise chinese prices earlier, DECREASE
26/08/2019, china’s sinopec seeks tariff waiver for us crude oil, DECREASE
26/08/2019, us administration picks conocophilips for alaska north slope oil project, DECREASE
26/08/2019, iran says it sold the oil aboard the tanker gibraltar released, DECREASE
26/08/2019, iran foreign minister surprises g7 leaders with visit, DECREASE
26/08/2019, explosion rocks venezuela oil plant, DECREASE
27/08/2019, colossal crude oil inventory draw carries prices higher   , INCREASE
27/08/2019, surrey quakes caused by oil drilling not true, INCREASE
27/08/2019, sri lanka aims to join oil producers’ club in 2023, INCREASE
27/08/2019, mexico, INCREASE
27/08/2019, nigeria fights to keep assets from seizure in 9b gas project row, INCREASE
27/08/2019, us oil has solid market in asia despite china’s planned tariff, INCREASE
27/08/2019, glencore, INCREASE
27/08/2019, eni strikes major gas find in nigeria, INCREASE
27/08/2019, tariffs to decimate china’s us crude oil imports, INCREASE
28/08/2019, venezuela’s cash reserves shoot up from pdvsa despite sanctions, INCREASE
28/08/2019, leaked photos suggest tesla’s china production may start soon, INCREASE
28/08/2019, india’s top oil refiner to invest 28b in seven years, INCREASE
28/08/2019, crimea offers to help ship iranian oil, INCREASE
28/08/2019, saudi aramco sells its firstever west texas light crude in trading push, INCREASE
28/08/2019, canada’s energy watchdog throws bone to oil producers at enbridge’s expense, INCREASE
29/08/2019, gazprom finally concedes tough times ahead for gas exports, INCREASE
29/08/2019, china, INCREASE
29/08/2019, something very unusual just happened in asia’s roaring lng market, INCREASE
29/08/2019, iranian oil tanker turns around and heads west from turkey, INCREASE
29/08/2019, china’s cnooc boosts h1 net profit despite weak oil prices, INCREASE
29/08/2019, dow signs deal to source oil from plastic waste, INCREASE
29/08/2019, tesla launches insurance service in risky bet, INCREASE
30/08/2019, trade war could undermine china’s emission reduction targets , DECREASE
30/08/2019, huge sverdrup oil field may begin shipments earlier than planned, DECREASE
30/08/2019, us refineries brace for hurricane dorian, DECREASE
30/08/2019, chinas july gasoline exports surge 561 percent, DECREASE
30/08/2019, china, DECREASE
13/09/2019, us still courting australia to sell spr crude and storage space to house it, INCREASE
13/09/2019, nigeria lng seeks 10b funding to expand, INCREASE
13/09/2019, india considers selling bharat petroleum stake to oil major, INCREASE
13/09/2019, us moves closer to opening new lands for drilling in alaska, INCREASE
13/09/2019, iea us shale revolution changed global energy market, INCREASE
13/09/2019, shippers afraid to give venezuela tankers to export crude, INCREASE
13/09/2019, fire erupts on oil tanker at norwegian terminal, INCREASE
16/09/2019, russia’s energy minister global oil stocks can cover saudi supply gap, DECREASE
16/09/2019, investors on edge as attacks highlight aramco ipo risks, DECREASE
16/09/2019, saudis to buyers you’ll get your oil volumes despite attack, DECREASE
16/09/2019, us “locked and loaded” in response to saudi oilfield attack, DECREASE
16/09/2019, saudis shut arab light oil pipeline to bahrain after attacks, DECREASE
16/09/2019, chinese oil futures rally on saudi attacks, DECREASE
16/09/2019, trump authorizes release from strategic petroleum reserve, DECREASE
17/09/2019, prooil tshirt too political for canadian parliament…again, DECREASE
17/09/2019, oil continues to plunge on bearish crude inventory data, DECREASE
17/09/2019, 5 billion deal creates new oil export giant in us gulf coast, DECREASE
17/09/2019, majors continue to strike more oil offshore guyana, DECREASE
17/09/2019, woodmac geopolitical risk premium is back in oil prices, DECREASE
17/09/2019, aramco delays some oil loadings for petrochina after attacks, DECREASE
17/09/2019, oil production in joint saudikuwaiti fields could restart “relatively quickly”, DECREASE
18/09/2019, climate crusaders aren’t buying natural gas propaganda, DECREASE
18/09/2019, us sanctions severely cripple venezuela’s oil production, DECREASE
18/09/2019, saudis join usled maritime security coalition after attacks, DECREASE
18/09/2019, following saudi attack trump to levy paralyzing sanctions on iran, DECREASE
18/09/2019, us reveals who is behind the saudi drone attack, DECREASE
18/09/2019, wind and natural gas are big winners in us power generation, DECREASE
19/09/2019, guyana’s offshore oil boom faces headwinds as govt breaches constitution, INCREASE
19/09/2019, exxon shuts major texas refinery after flooding, INCREASE
19/09/2019, leaked photos suggest tesla is already building model 3 in china, INCREASE
19/09/2019, eu on edge as russia and ukraine restart gas talks, INCREASE
19/09/2019, why is this supermajor dumping its aussie assets, INCREASE
19/09/2019, saudi arabia asks iraq for oil, INCREASE
20/09/2019, houthis we will stop saudi attacks if kingdom agrees to stand down in yemen, DECREASE
20/09/2019, us slaps sanctions on iranian central bank—what’s next, DECREASE
20/09/2019, kuwait raises security alert level of oil facilities, DECREASE
20/09/2019, shell, DECREASE
20/09/2019, its time for traders to take advantage of high oil prices, DECREASE
20/09/2019, new mexico deploys robots to tackle methane emissions, DECREASE
23/09/2019, bankers to get in on ipo despite aramco attacks, DECREASE
23/09/2019, texas promotes pure permian crude oil to overseas buyers, DECREASE
23/09/2019, banks holding 47 trillion assets sign up to climate action, DECREASE
23/09/2019, iran seized ukflagged oil tanker “free to leave”, DECREASE
23/09/2019, world leaders issue statement supporting libyan noc’s legitimacy, DECREASE
24/09/2019, surprise crude build pushes oil prices further down, DECREASE
24/09/2019, alberta’s ‘’turn off the taps bill’ suspended in blow to alberta’s oil industry, DECREASE
24/09/2019, ferc warns a gas pipeline attack could cause mass blackouts, DECREASE
24/09/2019, cnooc to begin deepwater gas production in south china sea in 2021, DECREASE
24/09/2019, russia signs paris agreement, DECREASE
24/09/2019, korea’s kogas buys more us lng in supply deal with bp, DECREASE
25/09/2019, us slaps more sanctions on venezuela, DECREASE
25/09/2019, us oil drillers dial back activity in very volatile market  , DECREASE
25/09/2019, protests threaten norway’s onshore wind power growth, DECREASE
25/09/2019, us gasoline prices see biggest weekly rise in two years, DECREASE
25/09/2019, saudi aramco poised to announce ipo plan in october, DECREASE
25/09/2019, mexican president slams predecessor’s energy reform, DECREASE
25/09/2019, asia to lead 50 rise in global energy use by 2050, DECREASE
26/09/2019, brazil’s huge 25 billion oil auction clears very important hurdle, INCREASE
26/09/2019, saudi aramco names first japanese bookrunner for giant ipo, INCREASE
26/09/2019, kazakhstan  oil majors could build huge 1b gas plant at giant kashagan field, INCREASE
26/09/2019, novatek says it has enough gas for third lng plant in russia, INCREASE
26/09/2019, spike in security risks push middle east oil costs higher, INCREASE
26/09/2019, aramco wants world’s largest wealth funds in on ipo, INCREASE
26/09/2019, truck hauling tesla’s catches fire, INCREASE
26/09/2019, unlit gas flares cause worst methane leaks, INCREASE
27/09/2019, petrobras to reduce mountain of debt, DECREASE
27/09/2019, iran claims us agreed to lift oil sanctions for talks, DECREASE
27/09/2019, india approves saudi aramcosabic mega deal, DECREASE
27/09/2019, iea might revise down oil demand growth forecasts, DECREASE
27/09/2019, why middle east supertanker rates just soared by double digits, DECREASE
27/09/2019, pdvsa considers using bitcoin to pay suppliers, DECREASE
30/09/2019, bp’s chief executive bob dudley drafts plan to step down, DECREASE
30/09/2019, brazil’s newest oil auction attracting oil’s heavy hitters, DECREASE
30/09/2019, china looks to shut several obsolete coal plants by end2019, DECREASE
30/09/2019, report tesla is short of q3 vehicle delivery target, DECREASE
30/09/2019, saudi arabia sets up new 320 million renewables fund, DECREASE
30/09/2019, tanker blast injures 18 at south korean port, DECREASE
10/10/2019, ecuador declares force majeure on all oil operations as protests escalate, INCREASE
10/10/2019, us energy secretary subpoenaed as ukraine scandal escalates, INCREASE
10/10/2019, oil majors scoop up veryhot blocks in record brazil auction, INCREASE
10/10/2019, aramco set to approve world’s largest ipo next week, INCREASE
10/10/2019, tesla alerts owners to fully charge ahead of massive california power shutoff, INCREASE
10/10/2019, brazil court gives goahead to massive 15 billion barrel oil auction, INCREASE
10/10/2019, crisis stricken pdvsa restarts crucial oil blending plant, INCREASE
14/10/2019, a new era for the saudirussia energy alliance, INCREASE
14/10/2019, russia opec deal will not be revised, INCREASE
14/10/2019, the us sets its sights on lng domination, INCREASE
14/10/2019, when will saudi oil production return to preattack levels, INCREASE
14/10/2019, is this the next natural gas super alliance, INCREASE
14/10/2019, china’s oil imports jump 11, INCREASE
14/10/2019, india to spend 60 billion on natural gas grid, INCREASE
14/10/2019, saudi arabia denies any involvement in iran tanker attack, INCREASE
15/10/2019, the worlds largest ipo is finally ready to go, INCREASE
15/10/2019, can tesla survive without tax credits, INCREASE
15/10/2019, winter is coming for oil refiners, INCREASE
15/10/2019, is this the end of china’s gas boom, INCREASE
15/10/2019, brazil eyes a 145 billion payday as big oil flocks to presalt, INCREASE
15/10/2019, billiondollar acquisitions are taking the permian by storm, INCREASE
15/10/2019, shell ceo speaks out against antioil activists, INCREASE
16/10/2019, api supersized crude build sends oil prices down, INCREASE
16/10/2019, mammoth oil field hit hard by unplanned production cuts, INCREASE
16/10/2019, russia nears 100 compliance with oil production target, INCREASE
16/10/2019, venezuelas prize oil asset may soon be up for grabs, INCREASE
16/10/2019, turkish bank tries and fails to skirt us sanctions, INCREASE
16/10/2019, us shale output nears 9 million bpd, INCREASE
16/10/2019, indias ingenious way around us oil sanctions , INCREASE
17/10/2019, gulf of mexico oil companies brace for tropical cyclone, INCREASE
17/10/2019, mexico vows to expose oil firms pedaling false promises, INCREASE
17/10/2019, australias 11 billion gas project is ahead of schedule, INCREASE
17/10/2019, syria invasion forces russia to halt oil projects, INCREASE
17/10/2019, rick perry praises the benefits of us lng, INCREASE
17/10/2019, state of emergency vital oil pipeline shuttered by snow storms, INCREASE
17/10/2019, how brazil just massively cut back its deficit, INCREASE
18/10/2019, nigeria’s oil industry faces an existential risk, DECREASE
18/10/2019, drilling giant posts 11 billion loss, DECREASE
18/10/2019, “of course not” venezuela slams russian takeover rumors, DECREASE
18/10/2019, lightning strike disrupts key oil pipeline, DECREASE
18/10/2019, protests force norway to scrap ambitious wind project, DECREASE
18/10/2019, world’s largest ipo delayed once again, DECREASE
21/10/2019, world’s hottest oil auction set to bring in 50 billion, INCREASE
21/10/2019, european energy giants wait on russia approval for 26 billion deal, INCREASE
21/10/2019, supermajors are abandoning this oil hotspot, INCREASE
21/10/2019, russian hackers hijack iranian cyber spy group, INCREASE
21/10/2019, iea predicts spectacular solar growth by 2024, INCREASE
21/10/2019, the middle east oil alliance of the year, INCREASE
21/10/2019, ecuadorian oil is back online, INCREASE
21/10/2019, russia replacing oil workers with robots, INCREASE
22/10/2019, api reports yet another big oil inventory build, INCREASE
22/10/2019, hundreds of jobs lost as canadian energy giant slashes spending, INCREASE
